382.0,69.0,1.0
420.0,90.0,4.0
829.0,33.0,5.0
203.0,91.0,3.0
508.0,21.0,5.0
457.0,21.0,4.0
943.0,-18.0,2.0
741.0,86.0,3.0
215.0,40.0,3.0
6.0,36.0,1.0
35.0,21.0,4.0
500.0,66.0,3.0
608.0,52.0,5.0
84.0,31.0,4.0
111.0,59.0,5.0
265.0,69.0,2.0
194.0,82.0,2.0
726.0,70.0,2.0
978.0,4.0,5.0
722.0,68.0,4.0
179.0,84.0,2.0
893.0,14.0,3.0
633.0,88.0,2.0
875.0,69.0,3.0
505.0,16.0,4.0
81.0,85.0,2.0
815.0,47.0,5.0
739.0,56.0,5.0
159.0,82.0,3.0
172.0,26.0,2.0
672.0,50.0,1.0
113.0,66.0,5.0
125.0,84.0,1.0
782.0,74.0,1.0
581.0,9.0,2.0
16.0,50.0,1.0
552.0,40.0,5.0
144.0,87.0,2.0
67.0,28.0,4.0
665.0,91.0,2.0
214.0,16.0,5.0
469.0,56.0,4.0
830.0,18.0,3.0
942.0,25.0,1.0
778.0,91.0,1.0
84.0,72.0,1.0
115.0,27.0,3.0
708.0,32.0,4.0
747.0,38.0,4.0
836.0,51.0,2.0
45.0,-18.0,4.0
701.0,88.0,1.0
301.0,69.0,5.0
349.0,5.0,4.0
721.0,89.0,5.0
530.0,58.0,1.0
993.0,34.0,5.0
472.0,70.0,5.0
799.0,95.0,3.0
831.0,62.0,1.0
852.0,14.0,1.0
460.0,70.0,2.0
951.0,3.0,1.0
483.0,5.0,4.0
806.0,42.0,4.0
196.0,93.0,3.0
820.0,24.0,5.0
307.0,40.0,5.0
957.0,77.0,3.0
630.0,75.0,3.0
348.0,32.0,5.0
871.0,61.0,5.0
879.0,25.0,3.0
718.0,32.0,5.0
439.0,-18.0,5.0
123.0,9.0,5.0
195.0,41.0,3.0
508.0,15.0,5.0
439.0,37.0,2.0
972.0,40.0,4.0
777.0,44.0,4.0
947.0,10.0,1.0
388.0,22.0,3.0
127.0,2.0,4.0
859.0,50.0,5.0
444.0,48.0,5.0
566.0,16.0,3.0
131.0,27.0,3.0
865.0,7.0,2.0
795.0,12.0,2.0
651.0,33.0,3.0
557.0,69.0,1.0
379.0,14.0,3.0
891.0,22.0,2.0
988.0,53.0,2.0
502.0,64.0,5.0
949.0,96.0,4.0
28.0,60.0,1.0
462.0,20.0,3.0
85.0,76.0,5.0
313.0,46.0,4.0
142.0,13.0,2.0
513.0,76.0,5.0
440.0,19.0,3.0
973.0,82.0,1.0
380.0,25.0,2.0
791.0,28.0,2.0
360.0,69.0,2.0
273.0,68.0,3.0
400.0,47.0,2.0
507.0,52.0,4.0
518.0,68.0,2.0
711.0,18.0,5.0
739.0,80.0,5.0
261.0,56.0,5.0
752.0,78.0,2.0
116.0,21.0,4.0
977.0,17.0,2.0
957.0,30.0,1.0
166.0,68.0,4.0
698.0,36.0,4.0
613.0,19.0,2.0
70.0,26.0,4.0
935.0,6.0,5.0
665.0,9.0,2.0
429.0,93.0,2.0
594.0,49.0,5.0
312.0,86.0,3.0
612.0,5.0,1.0
360.0,24.0,3.0
428.0,51.0,1.0
806.0,68.0,1.0
71.0,55.0,2.0
880.0,58.0,3.0
607.0,20.0,5.0
359.0,39.0,3.0
673.0,3.0,5.0
370.0,28.0,3.0
890.0,35.0,5.0
510.0,72.0,5.0
350.0,44.0,5.0
47.0,99.0,4.0
109.0,47.0,3.0
886.0,94.0,1.0
738.0,58.0,4.0
886.0,95.0,5.0
778.0,7.0,1.0
996.0,72.0,1.0
763.0,99.0,5.0
587.0,96.0,5.0
512.0,3.0,5.0
589.0,65.0,3.0
307.0,6.0,3.0
922.0,57.0,5.0
50.0,51.0,2.0
406.0,94.0,5.0
301.0,9.0,3.0
991.0,51.0,3.0
983.0,74.0,2.0
878.0,32.0,1.0
488.0,94.0,3.0
3.0,76.0,2.0
310.0,85.0,2.0
189.0,71.0,3.0
433.0,22.0,5.0
160.0,98.0,1.0
549.0,5.0,2.0
160.0,95.0,3.0
539.0,37.0,2.0
326.0,39.0,4.0
868.0,98.0,5.0
34.0,52.0,5.0
179.0,1.0,2.0
19.0,8.0,3.0
309.0,82.0,2.0
596.0,54.0,4.0
939.0,6.0,1.0
503.0,87.0,3.0
294.0,26.0,2.0
525.0,37.0,4.0
27.0,93.0,2.0
608.0,69.0,2.0
23.0,18.0,1.0
847.0,44.0,3.0
246.0,33.0,5.0
397.0,23.0,5.0
172.0,77.0,4.0
124.0,27.0,2.0
820.0,69.0,3.0
416.0,23.0,3.0
667.0,73.0,3.0
25.0,44.0,4.0
491.0,27.0,1.0
553.0,54.0,2.0
783.0,60.0,2.0
571.0,41.0,4.0
143.0,96.0,1.0
312.0,72.0,2.0
312.0,11.0,5.0
176.0,26.0,4.0
766.0,62.0,3.0
145.0,55.0,1.0
912.0,50.0,2.0
97.0,25.0,3.0
895.0,34.0,1.0
244.0,77.0,4.0
184.0,82.0,1.0
66.0,75.0,1.0
468.0,96.0,5.0
95.0,48.0,5.0
363.0,44.0,4.0
68.0,24.0,2.0
979.0,22.0,3.0
343.0,4.0,1.0
742.0,99.0,5.0
926.0,23.0,3.0
70.0,32.0,3.0
427.0,83.0,4.0
539.0,60.0,1.0
67.0,55.0,3.0
365.0,77.0,2.0
446.0,16.0,4.0
844.0,58.0,4.0
414.0,20.0,5.0
942.0,94.0,4.0
875.0,5.0,1.0
209.0,36.0,4.0
643.0,41.0,1.0
30.0,-18.0,4.0
531.0,7.0,4.0
367.0,59.0,5.0
760.0,16.0,2.0
171.0,95.0,5.0
161.0,39.0,4.0
391.0,36.0,2.0
820.0,93.0,2.0
545.0,14.0,4.0
153.0,27.0,3.0
626.0,66.0,1.0
279.0,3.0,5.0
10.0,16.0,4.0
387.0,76.0,5.0
5.0,13.0,3.0
344.0,83.0,2.0
471.0,28.0,3.0
15.0,5.0,3.0
628.0,84.0,5.0
848.0,92.0,4.0
724.0,45.0,5.0
550.0,27.0,1.0
279.0,89.0,1.0
100.0,5.0,1.0
135.0,91.0,5.0
805.0,79.0,4.0
657.0,23.0,5.0
837.0,56.0,1.0
973.0,9.0,4.0
111.0,34.0,3.0
650.0,99.0,1.0
13.0,14.0,5.0
291.0,33.0,4.0
469.0,16.0,1.0
646.0,55.0,5.0
534.0,77.0,2.0
748.0,25.0,5.0
592.0,8.0,2.0
446.0,88.0,1.0
520.0,35.0,5.0
993.0,70.0,4.0
731.0,93.0,2.0
652.0,11.0,2.0
569.0,54.0,1.0
588.0,46.0,2.0
607.0,97.0,5.0
12.0,83.0,1.0
895.0,30.0,3.0
945.0,71.0,1.0
964.0,3.0,4.0
241.0,57.0,2.0
912.0,71.0,3.0
346.0,12.0,4.0
48.0,89.0,2.0
641.0,14.0,3.0
801.0,80.0,1.0
233.0,43.0,5.0
254.0,24.0,4.0
961.0,71.0,2.0
444.0,96.0,2.0
18.0,69.0,2.0
696.0,96.0,4.0
126.0,42.0,5.0
688.0,43.0,1.0
195.0,70.0,3.0
370.0,91.0,5.0
609.0,21.0,2.0
67.0,30.0,2.0
8.0,92.0,2.0
588.0,21.0,5.0
965.0,55.0,3.0
339.0,4.0,2.0
389.0,28.0,2.0
469.0,18.0,2.0
47.0,73.0,3.0
721.0,71.0,1.0
687.0,84.0,2.0
476.0,70.0,1.0
297.0,75.0,1.0
50.0,74.0,2.0
419.0,78.0,4.0
167.0,1.0,3.0
960.0,45.0,1.0
437.0,86.0,3.0
855.0,60.0,4.0
852.0,48.0,2.0
366.0,38.0,4.0
764.0,18.0,1.0
381.0,67.0,4.0
577.0,89.0,5.0
128.0,52.0,5.0
538.0,88.0,2.0
115.0,61.0,5.0
363.0,18.0,1.0
409.0,58.0,2.0
329.0,87.0,1.0
30.0,55.0,3.0
100.0,59.0,1.0
725.0,74.0,5.0
984.0,41.0,5.0
89.0,37.0,4.0
74.0,19.0,3.0
770.0,69.0,4.0
743.0,6.0,5.0
771.0,-18.0,3.0
776.0,55.0,2.0
115.0,78.0,3.0
656.0,4.0,2.0
753.0,35.0,3.0
354.0,85.0,2.0
691.0,56.0,4.0
212.0,22.0,4.0
806.0,55.0,3.0
394.0,57.0,4.0
678.0,56.0,1.0
472.0,35.0,2.0
742.0,54.0,1.0
316.0,26.0,1.0
319.0,84.0,5.0
956.0,47.0,4.0
909.0,16.0,4.0
478.0,90.0,2.0
19.0,75.0,3.0
771.0,72.0,1.0
628.0,79.0,4.0
366.0,83.0,5.0
792.0,42.0,5.0
75.0,65.0,4.0
494.0,27.0,5.0
199.0,49.0,3.0
541.0,15.0,4.0
443.0,55.0,4.0
279.0,62.0,2.0
41.0,97.0,5.0
173.0,22.0,1.0
175.0,71.0,2.0
247.0,66.0,2.0
287.0,71.0,2.0
442.0,59.0,3.0
405.0,83.0,2.0
605.0,59.0,4.0
483.0,94.0,5.0
68.0,70.0,3.0
355.0,67.0,2.0
737.0,41.0,1.0
875.0,66.0,5.0
738.0,59.0,2.0
316.0,38.0,1.0
310.0,78.0,4.0
879.0,92.0,3.0
835.0,2.0,3.0
749.0,40.0,2.0
538.0,69.0,4.0
685.0,41.0,1.0
758.0,8.0,2.0
435.0,29.0,4.0
835.0,34.0,4.0
974.0,2.0,5.0
454.0,71.0,2.0
63.0,6.0,2.0
408.0,30.0,4.0
160.0,35.0,5.0
318.0,11.0,3.0
536.0,14.0,2.0
272.0,15.0,3.0
693.0,46.0,3.0
897.0,47.0,4.0
336.0,3.0,4.0
543.0,81.0,5.0
570.0,53.0,4.0
993.0,45.0,1.0
6.0,20.0,2.0
735.0,84.0,4.0
666.0,77.0,5.0
372.0,35.0,2.0
864.0,47.0,3.0
649.0,70.0,1.0
425.0,31.0,5.0
521.0,69.0,3.0
999.0,71.0,2.0
70.0,37.0,3.0
645.0,41.0,1.0
440.0,14.0,3.0
104.0,94.0,5.0
221.0,56.0,2.0
568.0,84.0,4.0
629.0,89.0,3.0
368.0,41.0,4.0
188.0,71.0,1.0
964.0,32.0,3.0
606.0,50.0,2.0
646.0,93.0,5.0
62.0,11.0,2.0
59.0,60.0,1.0
556.0,78.0,5.0
287.0,64.0,5.0
723.0,9.0,2.0
939.0,55.0,3.0
658.0,8.0,1.0
484.0,61.0,1.0
431.0,57.0,4.0
824.0,57.0,4.0
805.0,92.0,4.0
6.0,82.0,1.0
811.0,42.0,3.0
890.0,25.0,2.0
206.0,43.0,4.0
490.0,59.0,2.0
163.0,55.0,1.0
702.0,70.0,5.0
754.0,49.0,1.0
555.0,52.0,4.0
51.0,7.0,1.0
791.0,19.0,3.0
681.0,91.0,1.0
694.0,87.0,1.0
334.0,30.0,3.0
311.0,61.0,2.0
892.0,54.0,4.0
928.0,65.0,2.0
342.0,2.0,1.0
379.0,38.0,2.0
770.0,25.0,2.0
479.0,72.0,4.0
712.0,37.0,2.0
730.0,80.0,4.0
605.0,32.0,3.0
933.0,6.0,1.0
954.0,22.0,5.0
767.0,88.0,4.0
274.0,49.0,1.0
783.0,90.0,5.0
576.0,55.0,2.0
562.0,60.0,5.0
264.0,62.0,1.0
623.0,38.0,3.0
844.0,85.0,1.0
761.0,6.0,3.0
464.0,67.0,4.0
424.0,72.0,1.0
875.0,21.0,5.0
372.0,19.0,2.0
897.0,23.0,2.0
806.0,12.0,4.0
642.0,57.0,3.0
132.0,38.0,2.0
809.0,57.0,5.0
99.0,85.0,4.0
564.0,82.0,4.0
23.0,91.0,4.0
941.0,25.0,4.0
739.0,76.0,4.0
773.0,7.0,4.0
55.0,28.0,3.0
936.0,42.0,5.0
931.0,2.0,4.0
408.0,45.0,1.0
946.0,89.0,2.0
533.0,62.0,2.0
164.0,94.0,5.0
614.0,54.0,3.0
639.0,31.0,4.0
594.0,48.0,3.0
907.0,94.0,2.0
639.0,20.0,1.0
588.0,11.0,2.0
531.0,23.0,1.0
6.0,64.0,1.0
577.0,91.0,2.0
23.0,41.0,4.0
361.0,12.0,3.0
370.0,92.0,4.0
718.0,78.0,1.0
912.0,13.0,1.0
886.0,87.0,1.0
290.0,36.0,3.0
387.0,51.0,4.0
291.0,66.0,3.0
850.0,55.0,5.0
853.0,96.0,4.0
210.0,51.0,2.0
927.0,93.0,4.0
409.0,67.0,4.0
209.0,3.0,1.0
869.0,84.0,1.0
885.0,21.0,1.0
667.0,7.0,2.0
376.0,30.0,4.0
61.0,99.0,4.0
994.0,77.0,5.0
394.0,5.0,3.0
415.0,64.0,4.0
864.0,89.0,5.0
885.0,41.0,4.0
158.0,76.0,5.0
734.0,88.0,5.0
443.0,17.0,3.0
410.0,18.0,5.0
594.0,84.0,3.0
460.0,14.0,1.0
962.0,47.0,1.0
117.0,94.0,3.0
410.0,36.0,4.0
466.0,99.0,1.0
836.0,29.0,1.0
304.0,6.0,3.0
179.0,8.0,3.0
79.0,78.0,3.0
738.0,49.0,2.0
614.0,5.0,1.0
593.0,72.0,1.0
339.0,27.0,1.0
673.0,47.0,3.0
957.0,32.0,2.0
881.0,73.0,1.0
263.0,51.0,1.0
553.0,39.0,5.0
632.0,16.0,3.0
475.0,82.0,1.0
597.0,88.0,2.0
548.0,81.0,5.0
114.0,42.0,3.0
562.0,80.0,2.0
574.0,91.0,5.0
867.0,54.0,5.0
823.0,99.0,3.0
812.0,37.0,3.0
290.0,15.0,4.0
820.0,93.0,2.0
446.0,81.0,1.0
517.0,83.0,5.0
685.0,72.0,5.0
775.0,28.0,3.0
64.0,24.0,1.0
774.0,56.0,3.0
923.0,15.0,1.0
434.0,40.0,5.0
736.0,70.0,3.0
773.0,99.0,3.0
318.0,44.0,5.0
974.0,51.0,2.0
768.0,7.0,2.0
339.0,11.0,1.0
433.0,56.0,4.0
684.0,40.0,3.0
642.0,98.0,5.0
776.0,86.0,1.0
16.0,31.0,1.0
852.0,77.0,1.0
506.0,6.0,5.0
203.0,91.0,2.0
887.0,52.0,4.0
862.0,27.0,5.0
664.0,63.0,5.0
934.0,23.0,5.0
614.0,72.0,1.0
858.0,29.0,4.0
101.0,65.0,2.0
920.0,30.0,5.0
552.0,10.0,2.0
603.0,20.0,2.0
863.0,73.0,1.0
622.0,47.0,3.0
771.0,75.0,3.0
452.0,10.0,4.0
821.0,17.0,2.0
265.0,89.0,2.0
120.0,65.0,2.0
854.0,93.0,3.0
354.0,49.0,3.0
838.0,3.0,5.0
671.0,63.0,1.0
939.0,71.0,2.0
613.0,49.0,4.0
798.0,13.0,4.0
943.0,20.0,2.0
603.0,84.0,4.0
465.0,21.0,1.0
804.0,98.0,1.0
324.0,13.0,5.0
898.0,51.0,3.0
19.0,44.0,1.0
186.0,36.0,4.0
116.0,20.0,5.0
116.0,2.0,4.0
678.0,71.0,1.0
474.0,18.0,3.0
596.0,62.0,4.0
212.0,97.0,3.0
857.0,34.0,3.0
520.0,18.0,4.0
588.0,95.0,5.0
805.0,42.0,1.0
138.0,20.0,5.0
630.0,11.0,5.0
437.0,68.0,4.0
150.0,14.0,3.0
823.0,15.0,4.0
269.0,-18.0,2.0
940.0,43.0,3.0
152.0,36.0,4.0
278.0,90.0,1.0
461.0,89.0,1.0
893.0,19.0,5.0
608.0,34.0,3.0
780.0,28.0,5.0
87.0,39.0,1.0
244.0,93.0,4.0
43.0,45.0,4.0
804.0,96.0,2.0
662.0,82.0,3.0
994.0,70.0,3.0
226.0,91.0,5.0
272.0,52.0,1.0
703.0,20.0,2.0
245.0,71.0,2.0
56.0,4.0,4.0
963.0,98.0,1.0
802.0,86.0,1.0
652.0,64.0,2.0
947.0,80.0,4.0
426.0,92.0,5.0
714.0,71.0,2.0
338.0,61.0,4.0
463.0,25.0,1.0
675.0,93.0,4.0
51.0,36.0,3.0
465.0,23.0,3.0
148.0,38.0,2.0
331.0,28.0,2.0
684.0,93.0,3.0
103.0,42.0,5.0
192.0,32.0,3.0
606.0,65.0,2.0
817.0,22.0,2.0
357.0,7.0,5.0
183.0,91.0,3.0
654.0,16.0,2.0
892.0,14.0,5.0
119.0,23.0,1.0
557.0,32.0,1.0
903.0,98.0,4.0
48.0,41.0,3.0
451.0,89.0,3.0
572.0,21.0,4.0
581.0,63.0,1.0
953.0,77.0,3.0
23.0,38.0,2.0
129.0,96.0,4.0
8.0,24.0,4.0
241.0,71.0,5.0
19.0,90.0,4.0
893.0,55.0,4.0
285.0,69.0,2.0
206.0,23.0,4.0
656.0,64.0,3.0
542.0,31.0,2.0
409.0,24.0,3.0
901.0,27.0,4.0
516.0,80.0,3.0
385.0,87.0,5.0
916.0,40.0,2.0
560.0,90.0,3.0
459.0,74.0,2.0
232.0,73.0,3.0
379.0,20.0,4.0
32.0,10.0,3.0
84.0,97.0,4.0
380.0,65.0,1.0
387.0,24.0,5.0
306.0,94.0,4.0
795.0,42.0,2.0
906.0,80.0,3.0
831.0,62.0,4.0
684.0,46.0,1.0
148.0,19.0,5.0
90.0,38.0,3.0
223.0,58.0,2.0
237.0,42.0,4.0
861.0,69.0,2.0
40.0,56.0,3.0
26.0,84.0,2.0
971.0,43.0,3.0
19.0,66.0,5.0
875.0,73.0,4.0
629.0,58.0,1.0
706.0,46.0,2.0
82.0,69.0,3.0
45.0,32.0,5.0
332.0,68.0,4.0
4.0,59.0,2.0
745.0,35.0,5.0
52.0,58.0,1.0
886.0,86.0,2.0
404.0,97.0,1.0
429.0,22.0,5.0
657.0,83.0,5.0
698.0,57.0,1.0
164.0,9.0,5.0
968.0,72.0,2.0
408.0,35.0,3.0
798.0,45.0,2.0
73.0,62.0,2.0
107.0,50.0,5.0
145.0,63.0,2.0
737.0,21.0,5.0
758.0,29.0,4.0
996.0,3.0,2.0
728.0,16.0,1.0
516.0,56.0,5.0
179.0,91.0,2.0
464.0,29.0,2.0
960.0,78.0,1.0
492.0,22.0,5.0
434.0,42.0,1.0
921.0,54.0,3.0
428.0,46.0,5.0
80.0,8.0,3.0
684.0,61.0,1.0
504.0,8.0,5.0
926.0,84.0,5.0
202.0,97.0,3.0
858.0,4.0,5.0
593.0,68.0,1.0
790.0,10.0,4.0
689.0,75.0,5.0
571.0,18.0,3.0
11.0,48.0,2.0
343.0,98.0,5.0
333.0,63.0,4.0
553.0,68.0,4.0
724.0,99.0,4.0
339.0,65.0,5.0
456.0,54.0,1.0
562.0,73.0,1.0
114.0,32.0,2.0
757.0,21.0,5.0
6.0,15.0,3.0
462.0,91.0,2.0
423.0,88.0,5.0
590.0,47.0,4.0
255.0,48.0,4.0
923.0,91.0,4.0
3.0,16.0,5.0
720.0,49.0,3.0
39.0,8.0,5.0
407.0,69.0,1.0
431.0,23.0,1.0
897.0,4.0,1.0
902.0,79.0,5.0
475.0,40.0,2.0
860.0,97.0,3.0
665.0,13.0,4.0
492.0,51.0,2.0
179.0,12.0,4.0
690.0,62.0,2.0
204.0,13.0,4.0
54.0,93.0,2.0
293.0,50.0,2.0
552.0,84.0,4.0
567.0,94.0,4.0
326.0,37.0,4.0
728.0,60.0,3.0
386.0,57.0,1.0
523.0,47.0,2.0
815.0,59.0,3.0
876.0,90.0,4.0
161.0,2.0,1.0
792.0,89.0,1.0
315.0,87.0,1.0
722.0,60.0,2.0
208.0,47.0,3.0
508.0,69.0,2.0
565.0,41.0,5.0
794.0,91.0,2.0
439.0,92.0,3.0
835.0,20.0,2.0
346.0,86.0,2.0
712.0,91.0,1.0
945.0,6.0,1.0
732.0,59.0,4.0
407.0,4.0,1.0
412.0,19.0,4.0
771.0,9.0,2.0
830.0,98.0,1.0
691.0,-18.0,5.0
130.0,74.0,5.0
896.0,44.0,3.0
509.0,92.0,4.0
37.0,66.0,4.0
995.0,34.0,1.0
411.0,27.0,2.0
124.0,48.0,2.0
16.0,38.0,1.0
690.0,77.0,1.0
492.0,71.0,2.0
11.0,54.0,5.0
372.0,42.0,3.0
764.0,16.0,1.0
995.0,61.0,3.0
617.0,7.0,2.0
811.0,29.0,1.0
813.0,96.0,1.0
722.0,64.0,2.0
965.0,47.0,5.0
262.0,49.0,5.0
735.0,16.0,2.0
552.0,35.0,2.0
781.0,30.0,2.0
453.0,98.0,5.0
5.0,28.0,3.0
601.0,32.0,5.0
666.0,38.0,3.0
737.0,57.0,1.0
764.0,91.0,3.0
699.0,44.0,1.0
776.0,45.0,1.0
667.0,34.0,5.0
880.0,11.0,4.0
770.0,62.0,3.0
115.0,43.0,2.0
285.0,10.0,4.0
130.0,2.0,3.0
466.0,83.0,4.0
191.0,73.0,5.0
975.0,56.0,2.0
188.0,88.0,4.0
188.0,34.0,4.0
42.0,50.0,4.0
522.0,22.0,3.0
6.0,80.0,5.0
705.0,37.0,2.0
547.0,61.0,1.0
996.0,99.0,4.0
66.0,52.0,2.0
998.0,94.0,5.0
112.0,34.0,1.0
549.0,49.0,2.0
411.0,51.0,2.0
756.0,2.0,2.0
777.0,12.0,5.0
261.0,8.0,2.0
561.0,72.0,1.0
528.0,88.0,5.0
443.0,24.0,2.0
446.0,26.0,2.0
51.0,96.0,1.0
973.0,72.0,3.0
136.0,63.0,3.0
736.0,58.0,4.0
170.0,11.0,1.0
222.0,-18.0,4.0
790.0,45.0,3.0
684.0,97.0,3.0
64.0,27.0,4.0
536.0,62.0,4.0
156.0,58.0,3.0
365.0,31.0,1.0
926.0,12.0,5.0
447.0,29.0,3.0
124.0,98.0,2.0
731.0,31.0,1.0
89.0,42.0,1.0
720.0,71.0,1.0
43.0,27.0,1.0
557.0,88.0,5.0
221.0,90.0,1.0
275.0,67.0,3.0
955.0,28.0,1.0
395.0,33.0,5.0
241.0,94.0,5.0
363.0,61.0,2.0
222.0,54.0,3.0
891.0,72.0,1.0
776.0,97.0,5.0
841.0,92.0,2.0
424.0,89.0,3.0
21.0,55.0,1.0
621.0,7.0,2.0
701.0,33.0,4.0
49.0,62.0,5.0
49.0,82.0,1.0
879.0,16.0,2.0
694.0,20.0,3.0
5.0,59.0,4.0
614.0,69.0,1.0
37.0,7.0,1.0
543.0,28.0,1.0
593.0,17.0,2.0
508.0,80.0,5.0
597.0,88.0,2.0
642.0,76.0,1.0
493.0,22.0,5.0
493.0,34.0,1.0
440.0,43.0,2.0
90.0,82.0,3.0
765.0,60.0,1.0
832.0,27.0,5.0
302.0,11.0,2.0
773.0,78.0,4.0
99.0,66.0,4.0
544.0,42.0,3.0
5.0,35.0,2.0
738.0,13.0,4.0
96.0,15.0,3.0
559.0,92.0,3.0
665.0,-18.0,3.0
203.0,9.0,2.0
775.0,3.0,5.0
114.0,2.0,3.0
999.0,28.0,5.0
811.0,66.0,3.0
556.0,79.0,3.0
89.0,50.0,5.0
803.0,98.0,3.0
304.0,92.0,2.0
448.0,56.0,1.0
389.0,52.0,4.0
976.0,50.0,2.0
376.0,82.0,5.0
658.0,43.0,1.0
210.0,46.0,3.0
634.0,16.0,5.0
17.0,78.0,3.0
152.0,47.0,1.0
244.0,34.0,1.0
517.0,15.0,1.0
571.0,65.0,3.0
334.0,51.0,4.0
909.0,63.0,5.0
324.0,11.0,1.0
504.0,45.0,3.0
149.0,15.0,1.0
523.0,88.0,3.0
179.0,92.0,3.0
189.0,18.0,2.0
626.0,37.0,5.0
707.0,70.0,1.0
551.0,90.0,2.0
49.0,75.0,2.0
922.0,55.0,5.0
215.0,7.0,1.0
183.0,55.0,4.0
679.0,15.0,1.0
524.0,7.0,3.0
393.0,48.0,4.0
59.0,13.0,5.0
621.0,99.0,2.0
247.0,45.0,1.0
689.0,71.0,4.0
575.0,95.0,2.0
9.0,68.0,5.0
925.0,90.0,5.0
673.0,22.0,1.0
72.0,49.0,3.0
49.0,60.0,4.0
630.0,15.0,3.0
528.0,7.0,4.0
681.0,50.0,5.0
